dictId,index,term,base,level,definition,matchSummary
vocab,1339,cylinder,,B2,A cylinder is a solid shape with two circular ends and straight sides.,term:cylinder (term_word)
vocab,1340,cynical,,B2,To be cynical is to be unwilling to believe that people have good intentions.,term:cynical (term_word)
vocab,1342,dad,,A1,Dad is a word for father.,term:dad (term_word)
vocab,1343,daily,,A2,Daily means happening every day.,term:daily (term_word)
vocab,1344,dairy,,B2,Dairy shows that something is made from milk.,term:dairy (term_word)
vocab,1345,dam,,B2,A dam is a wall built across a river to hold back water.,term:dam (term_word)
vocab,1346,damage,,B1,To damage something is to break it.,term:damage (term_word)
vocab,1348,damp,,B2,Damp means slightly wet.,term:damp (term_word)
vocab,1349,dance,,A1,To dance is to move your body in time with music.,term:dance (term_word)
vocab,1350,danger,,B1,"Danger is the possibility that someone or something will be harmed, destroyed, or killed.",term:danger (term_word)
vocab,1351,dangerous,,A2,Dangerous means likely to cause harm.,term:dangerous (term_word)
vocab,1352,dare,,B2,To dare means to be brave enough to try something.,term:dare (term_word)
vocab,1353,dark,,A1,Dark means having little or no light.,term:dark (term_word)
vocab,1354,darkness,,B1,Darkness is the state of being dark.,term:darkness (term_word)
vocab,1357,data,,B2,Data is a collection of information and facts.,term:data (term_word)
vocab,1358,database,,B2,A database is a collection of data that is stored in a computer.,term:database (term_word)
vocab,1359,date,,A1,A date is a specific day of the month or year.,term:date (term_word)
vocab,1360,daughter,,A1,A daughter is a female child.,term:daughter (term_word)
vocab,1361,dawn,,B2,Dawn is the time of day when the sun rises.,term:dawn (term_word)
vocab,1362,day,,A1,"A day is a period of twenty-four hours, beginning at midnight.",term:day (term_word)
vocab,1363,daylight,,B2,Daylight is the light of day.,term:daylight (term_word)
vocab,1364,daytime,,B2,Daytime is the time of the day when the sky is light.,term:daytime (term_word)
vocab,1365,dazzle,,B2,To dazzle means to impress someone greatly.,term:dazzle (term_word)
vocab,1366,dead,,A1,Dead means no longer alive.,term:dead (term_word)
vocab,1367,deadline,,B2,A deadline is the time by which you need to have something completed.,term:deadline (term_word)
vocab,1368,deadly,,B2,Deadly means likely to cause death.,term:deadly (term_word)
vocab,1369,deaf,,B2,A deaf person or animal cannot hear.,term:deaf (term_word)
vocab,1370,deal,,B1,A deal is an agreement that you have with another person.,term:deal (term_word)
vocab,1371,dear,,A2,Dear means much loved.,term:dear (term_word)
vocab,1372,death,,A2,Death is the end of life.,term:death (term_word)
vocab,1373,debate,,B2,To debate is to seriously discuss something with someone.,term:debate (term_word)
vocab,1375,debt,,B2,A debt is an amount of money that a person owes.,term:debt (term_word)
vocab,1377,decade,,B2,A decade is a period of ten years.,term:decade (term_word)
vocab,1381,deceased,,B2,"If someone is deceased, they are dead.",term:deceased (term_word)
vocab,1382,deceive,,B2,To deceive is to make someone believe something that is not true.,term:deceive (term_word)
vocab,1383,decent,,B2,A decent person or thing is OK or good enough.,term:decent (term_word)
vocab,1384,deception,,B2,Deception is the act of lying or tricking someone.,term:deception (term_word)
vocab,1385,decide,,A2,To decide is to make a definite choice.,term:decide (term_word)
vocab,1386,decimal,,B2,A decimal is a number that has a dot followed by a fraction.,term:decimal (term_word)
vocab,1387,decision,,A2,A decision is a choice you make after thinking about something.,term:decision (term_word)
vocab,1388,deck,,B2,A deck is a wooden floor built outside of a house or the floor of a ship.,term:deck (term_word)
vocab,1393,decorate,,B2,"When you decorate a room, you make it more attractive by adding beautiful things to it.",term:decorate (term_word)
vocab,1394,decrease,,B2,To decrease something is to make it less than it was before.,term:decrease (term_word)
vocab,1395,decree,,B2,A decree is an official order from a leader.,term:decree (term_word)
vocab,1396,dedicate,,B2,To dedicate oneself to something means to put a lot of time and effort into it.,term:dedicate (term_word)
vocab,1400,deed,,B2,A deed is a certificate that proves that someone owns something.,term:deed (term_word)
vocab,1401,deem,,B2,To deem means to consider something.,term:deem (term_word)
vocab,1402,deep,,A2,Deep means going far down from the surface.,term:deep (term_word)
vocab,1403,deer,,A2,A deer is a graceful animal with antlers.,term:deer (term_word)
vocab,1404,defeat,,B2,To defeat someone is to beat that person in a game or battle.,term:defeat (term_word)
vocab,1405,defect,,B2,A defect is a part of something that is wrong or missing.,term:defect (term_word)
vocab,1407,defence,,B2,Defence is the action of defending against attack.,term:defence (term_word)
vocab,1408,defend,,B2,To defend means to protect from harm.,term:defend (term_word)
vocab,1409,defense,,B2,A defense is something that is done to protect another thing.,term:defense (term_word)
vocab,1410,defer,,B2,To defer means to arrange for an action to happen at a later time.,term:defer (term_word)
vocab,1411,deficiency,,B2,"A deficiency is a lack of something, especially something that is needed.",term:deficiency (term_word)
vocab,1412,define,,B2,"To define means to clearly state, show, or explain what something is.",term:define (term_word)
vocab,1413,definite,,B2,A definite thing is certain or sure to be true.,term:definite (term_word)
vocab,1414,definitive,,B2,"If something is definitive, then it is the most official.",term:definitive (term_word)
vocab,1415,deform,,B2,To deform something means to change it from its correct or original shape.,term:deform (term_word)
vocab,1416,defy,,B2,To defy someone is to work against them or refuse to do what they say.,term:defy (term_word)
vocab,1417,degree,,B2,Degree is a unit for measuring temperature.,term:degree (term_word)
vocab,1418,delay,,B1,To delay means to wait to do something.,term:delay (term_word)
vocab,1419,delegate,,B2,A delegate is a person chosen to represent others.,term:delegate (term_word)
vocab,1420,delete,,B2,To delete something means to remove or erase written material.,term:delete (term_word)
vocab,1423,delicate,,B2,Delicate things are easy to break or harm.,term:delicate (term_word)
vocab,1424,delicious,,A2,"If a food is delicious, it is tasty.",term:delicious (term_word)
vocab,1426,deliver,,B1,To deliver something is to take it from one place to another.,term:deliver (term_word)
vocab,1427,delta,,B2,"A delta is a low, flat area where a river spreads out before entering the sea.",term:delta (term_word)
vocab,1428,deluxe,,B2,Deluxe means of higher quality than usual.,term:deluxe (term_word)
vocab,1429,demand,,B2,To demand means to ask for something forcefully.,term:demand (term_word)
vocab,1430,democracy,,B2,Democracy is a system of government where citizens vote.,term:democracy (term_word)
vocab,1431,demographic,,B2,Demographic relates to the characteristics of a population.,term:demographic (term_word)
vocab,1432,demography,,B2,Demography is the study of people and populations.,term:demography (term_word)
vocab,1434,demonstrate,,B2,To demonstrate something is to show how it is done.,term:demonstrate (term_word)
vocab,1435,denote,,B2,"When one thing denotes another, it stands as a sign or substitute for that thing.",term:denotes (term_word)
vocab,1437,dense,,B2,a dense substance is very heavy in relation to its size.,term:dense (term_word)
vocab,1438,density,,B2,Density is the degree of compactness of a substance.,term:density (term_word)
vocab,1439,dent,,B2,A dent is a small hollow mark on a surface.,term:dent (term_word)
vocab,1440,dental,,B2,Dental means relating to teeth.,term:dental (term_word)
vocab,1441,dentist,,A2,A dentist is a doctor who takes care of teeth.,term:dentist (term_word)
vocab,1442,deny,,B2,To deny means to say that something is not true.,term:deny (term_word)
vocab,1443,depart,,B2,To depart is to leave some place so you can go to another place.,term:depart (term_word)
vocab,1444,department,,B2,A department is a section of a large organization.,term:department (term_word)
vocab,1445,departure,,B2,A departure is the act of leaving a place.,term:departure (term_word)
vocab,1446,depend,,A2,To depend on something is to need it for support or help.,term:depend (term_word)
vocab,1448,dependence,,B2,Dependence is a situation in which somebody relies on something else.,term:dependence (term_word)
vocab,1449,dependent,,B2,Dependent means relying on someone or something for support.,term:dependent (term_word)
vocab,1450,depict,,B2,"To depict something means to show or portray it, often using art.",term:depict (term_word)
vocab,1451,deplete,,B2,To deplete an amount of something means to use all of it up.,term:deplete (term_word)
vocab,1455,depot,,B2,A depot is a bus or train station.,term:depot (term_word)
vocab,1456,depress,,B2,To depress someone is to make that person sad.,term:depress (term_word)
vocab,1457,depression,,B2,Depression is a medical condition that makes a person very unhappy for long periods of time.,term:depression (term_word)
vocab,1458,deprive,,B2,To deprive someone of something means to not let them have it.,term:deprive (term_word)
vocab,1459,depth,,B2,Depth is the distance from the top to the bottom of something.,term:depth (term_word)
